coordinate_x,coordinate_y,cost,parent_coordinate_x,parent_coordinate_y
96.9612301097,85.2560052894,71.4518959244297,89.094118777,79.5912056429
101.458978239,88.3111238188,76.88912752362657,96.9612301097,85.2560052894
91.386475979,81.116868759,64.50701056824815,84.8389515333,77.1617124699
86.775241922,78.2932277624,59.10027466723106,84.8389515333,77.1617124699
88.6452646666,80.9255441219,62.21059443541622,84.8389515333,77.1617124699
88.9534759711,80.2002331527,61.972481801791695,84.8389515333,77.1617124699
90.7318261113,80.4934797069,63.62714736353545,84.8389515333,77.1617124699
96.4949220913,84.131064702,70.44222622377389,90.7318261113,80.4934797069
99.7578599701,86.2312841138,74.32264954843956,96.4949220913,84.131064702
82.7769621826,76.2898255209,54.65486707233417,75.2768580355,70.9329274295
58.3122432704,61.3820205712,25.9512604892719,55.3586543393,59.8965711637
65.0153482531,65.8193339078,33.99000206095249,58.3122432704,61.3820205712
64.2896855946,65.05722808,32.96816628683519,58.3122432704,61.3820205712
51.3311418828,56.1338344466,17.550219295705755,42.0105270653,53.6525821539
49.0720853253,56.1881551119,15.407970445493739,42.0105270653,53.6525821539
49.983592562,59.6448606414,17.878813172351087,42.0105270653,53.6525821539
53.6200546242,61.6409589148,22.027097715013316,49.983592562,59.6448606414
58.2160840617,64.1588504249,27.267637382984447,49.983592562,59.6448606414
49.0683303005,55.9283551737,15.320629544553384,42.0105270653,53.6525821539
58.0049484926,58.3125984343,24.569832787919225,49.0683303005,55.9283551737
62.5005539746,60.5076035642,29.572683592218286,58.0049484926,58.3125984343
70.1423926824,62.7121780751,37.52616381223143,62.5005539746,60.5076035642
76.0862645097,65.6326298665,44.14875023788584,70.1423926824,62.7121780751
80.683311598,67.7096794191,49.19324989355075,76.0862645097,65.6326298665
80.2385869303,65.6248879944,48.3010798757158,76.0862645097,65.6326298665
82.4765148374,69.0609024237,51.40053291369188,76.0862645097,65.6326298665
83.6900926271,67.9656002279,52.10242566162132,76.0862645097,65.6326298665
90.0417315384,70.5112911476,58.94522180926325,83.6900926271,67.9656002279
94.0847151245,72.0616508228,63.2752716242146,90.0417315384,70.5112911476
79.7586616597,66.711405321,47.97631569239603,76.0862645097,65.6326298665
87.504474971,68.0907469683,55.84398416745829,79.7586616597,66.711405321
86.6044183635,69.0448510165,55.20883625313211,79.7586616597,66.711405321
89.7042271177,70.1307924805,58.49335801068669,86.6044183635,69.0448510165
96.6841232424,71.9260816359,65.70043876943353,89.7042271177,70.1307924805
91.5174255378,70.8719358298,60.4505800860292,86.6044183635,69.0448510165
99.6894880298,73.5686216896,69.05608530069259,91.5174255378,70.8719358298
99.4961037185,74.1432515154,69.07385161289363,91.5174255378,70.8719358298
88.4263634176,69.1595195457,56.98310851898427,79.7586616597,66.711405321
94.3552579363,70.1757539891,62.998465753415445,88.4263634176,69.1595195457
97.5325693012,71.0258460013,66.28753308910939,94.3552579363,70.1757539891
82.7299878676,68.5854600797,51.419119301715604,76.0862645097,65.6326298665
65.5298989787,60.9969487209,32.55923929149796,58.0049484926,58.3125984343
65.5660467249,59.7700178069,32.27011055603383,58.0049484926,58.3125984343
48.6337998569,55.9074710926,14.901578326424602,42.0105270653,53.6525821539
34.995592058,52.9889905698,2.988993820051493,35.0,50.0
32.1800385246,56.8120012483,7.3726212251532965,35.0,50.0
29.8319058018,64.0295568444,14.962537961631941,32.1800385246,56.8120012483
28.8052378281,71.4006493885,22.404785768706617,29.8319058018,64.0295568444
25.8357249098,77.4461074299,29.14018255748443,28.8052378281,71.4006493885
27.3362674909,75.0760157122,26.362839768459725,28.8052378281,71.4006493885
24.3690934371,84.5705304258,36.310197785154955,27.3362674909,75.0760157122
23.231066832,88.4044910523,40.30949255291936,24.3690934371,84.5705304258
20.4280741157,95.7611531895,48.182055411896286,23.231066832,88.4044910523
22.2498644835,88.9406024059,41.16701366276774,24.3690934371,84.5705304258
21.1543820749,91.3368589702,43.80136399029418,24.3690934371,84.5705304258
28.2567514464,67.452488068,18.730504177620524,29.8319058018,64.0295568444
25.425272278,76.9821185942,28.671889003034245,28.2567514464,67.452488068
25.3585877807,75.9522151115,27.710744288396455,28.2567514464,67.452488068
24.4207175879,78.4982505006,30.424025825777395,25.3585877807,75.9522151115
23.3728637869,79.7533566477,31.999307772568976,25.3585877807,75.9522151115
18.4543508197,86.5920020339,40.42301482627811,23.3728637869,79.7533566477
18.5053318321,88.170975227,41.722947516902146,23.3728637869,79.7533566477
22.2474833353,87.3547676825,39.683572921613646,23.3728637869,79.7533566477
18.8007668734,85.3612132011,39.23478462692678,23.3728637869,79.7533566477
20.4743042992,86.5193713476,39.360055154662625,23.3728637869,79.7533566477
20.1694780625,88.443439069,41.261014558484675,23.3728637869,79.7533566477
19.6996304249,90.2699515286,43.146990318570786,20.1694780625,88.443439069
19.625255165,90.3993176083,43.29119667412298,20.1694780625,88.443439069
17.9516143761,95.2561358941,48.42563299648816,20.1694780625,88.443439069
14.2059490722,101.1246079494,55.38759915790243,17.9516143761,95.2561358941
21.8617849736,88.9105451565,41.28033468588536,23.3728637869,79.7533566477
